foreign,foreigncountry_cleaned,shpmtyear,country_name,country_iso3,cleaned_name,cleaned_ID,matching_score,cleaned_name_pred
Tokyo Rikakikai,Japan,2020,Japan,JPN,Tokyo Rikaikai,7781_JPN,97,Shanghai Xinbang International Trading
Ningbo Yinzhou Xiyu Imp. Exp. Lt,China,2019,China,CHN,Ningbo Yinzhou Sokun Imp Exp C,37062_CHN,83,Ningbo Icon International Trading
Shantou Yuansheng Industry,China,2020,China,CHN,Shantou Yuansheng Industry,20399_CHN,100,Shanghai Xinbang International Trading
Minh Phuong Nha Trang,Vietnam,2019,Vietnam,VNM,Minh Phuong Nha Trang,6405_VNM,0,Shanghai Xinbang International Trading
Imh Equipment Pte,Singapore,2020,Singapore,SGP,Imh Equipment,8384_SGP,87,Shanghai Xinbang International Trading
Toto Europe Gmb H,Germany,2019,Germany,DEU,Icof Europe Gmb H,253_DEU,82,Shanghai Xinbang International Trading
Pratex,India,2020,India,IND,Pratex,5565_IND,0,Shanghai Xinbang International Trading
Marldon Group Ltd.,United Kingdom,2019,United Kingdom,GBR,Marldon Group Ltd,6979_GBR,0,Shanghai Xinbang International Trading
Sc Cdm Galvan Srl,Romania,2019,Romania,ROU,Sc Cdm Galvan Srl,61_ROU,0,Shanghai Xinbang International Trading
Kawabe Electronic,China,2020,China,CHN,Koa Electronics,11212_CHN,81,Shanghai Xinbang International Trading
Gap Uk Dc,United Kingdom,2019,United Kingdom,GBR,Gap Uk Dc,823_GBR,100,Shanghai Xinbang International Trading
Ecolab Pte Ltda,Singapore,2020,Singapore,SGP,Ecolab Pte Ltda,805_SGP,0,Shanghai Xinbang International Trading
Robert Bosch Packaging Technology Gmb H,Germany,2019,Germany,DEU,Bosch Packaging Technology Gmb H,1484_DEU,90,Shanghai Xinbang International Trading
Faulhaber Singapore Pte,Singapore,2019,Singapore,SGP,Bandlab Singapore Pte,2558_SGP,82,Leonian Singapore Pte
Lin Scan Advanced Pipelines Tanks Services,United Arab Emirates,2020,United Arab Emirates,ARE,Lin Scan Advenced Pipeline Tank Service,2768_ARE,94,Shanghai Xinbang International Trading
Xfab Semiconductor Foundries,Germany,2019,Germany,DEU,Xfab Semiconductor Foundries,10195_DEU,0,Shanghai Xinbang International Trading
Sino Pacific Paramount Ltd.,Hong Kong,2020,Hong Kong,HKG,Sino Pacific Paramount Ltd,9990_HKG,0,Shanghai Xinbang International Trading
China Xinhe Electronic Machinery,China,2019,China,CHN,China Xinhe Electronic Machinery,39788_CHN,0,Shanghai Xinbang International Trading
Nguyen Trong Thanh,Vietnam,2020,Vietnam,VNM,Nguyen Trong Thanh,1973_VNM,0,Shanghai Xinbang International Trading
Food Project Siam,Thailand,2020,Thailand,THA,Food Project Siam,1297_THA,0,Shanghai Xinbang International Trading
Lapeyre Gournay,France,2019,France,FRA,Lapeyre Gournay,2422_FRA,0,Shanghai Xinbang International Trading
Shaoxing Showtex Textile,China,2019,China,CHN,Shaoxing Shoule Textile,3607_CHN,89,Shanghai Xinbang International Trading
Galmon S Pte,Singapore,2020,Singapore,SGP,Galmon S Pte,14380_SGP,0,Shanghai Xinbang International Trading
Ningbo Gg Safety Products,China,2020,China,CHN,Ningbo Gg Safety Products,20743_CHN,0,Shanghai Xinbang International Trading
Qingdao Shinsung Cs,China,2019,China,CHN,Qingdao Shin Sung Cs,48433_CHN,92,Shanghai Xinbang International Trading
"Stamcorp International Pte., Ltd.",Singapore,2019,Singapore,SGP,"Clp International Pte, Ltd",2800_SGP,84,Shanghai Xinbang International Trading
Marketing Lunkerhunt Lp,Canada,2020,Canada,CAN,Marketing Lunkerhunt Lp,1914_CAN,0,Shanghai Xinbang International Trading
Hangzhou Huachang Garment,China,2019,China,CHN,Hangzhou Huachang Garment,8507_CHN,0,Shanghai Xinbang International Trading
Ixscite Asia Sdn Bhd,Malaysia,2020,Malaysia,MYS,Ixscite Asia Sdn Bhd,9456_MYS,0,Shanghai Xinbang International Trading
Hydraulink Australia,Australia,2020,Australia,AUS,Hydraulink Australia,6021_AUS,100,Shanghai Xinbang International Trading
Foo Kwai Heong Sdn Bhd,Malaysia,2019,Malaysia,MYS,Foo Kwai Heong Sdn Bhd,4220_MYS,100,Shanghai Xinbang International Trading
Avtrade Ltd. Global Headquarters,United Kingdom,2019,United Kingdom,GBR,Avtrade Global Headquarters,1573_GBR,93,Shanghai Xinbang International Trading
Wh Cn Sh Fx Cml Hci Ndg,China,2019,China,CHN,Wh Cn Sh Fx Cml Hci Ndg,2660_CHN,0,Shanghai Xinbang International Trading
Creative Distribution,United Kingdom,2019,United Kingdom,GBR,Westside Distribution,768_GBR,81,Shanghai Xinbang International Trading
Super Tannery Ltd.,India,2020,India,IND,Super Tannery Ltd,7162_IND,100,Shanghai Xinbang International Trading
Lh Trading Pte,Singapore,2020,Singapore,SGP,Rat Trading Pte,151_SGP,83,Shanghai Xinbang International Trading
Fujita Vietnam,Vietnam,2019,Vietnam,VNM,Fujita Vietnam,2078_VNM,0,Shanghai Xinbang International Trading
Nippon Paint M Sdn Bhd,Malaysia,2019,Malaysia,MYS,Nippon Paint (M) Sdn Bhd,3986_MYS,96,Shanghai Xinbang International Trading
Guangzhou Qianyu Trading,China,2019,China,CHN,Guangzhou Junyuyi Trading,3038_CHN,86,Shanghai Xinbang International Trading
Omron Healthcare Mfg. Vietnam,Vietnam,2020,Vietnam,VNM,Omron Healthcare Mfg Vietnam,3438_VNM,0,Shanghai Xinbang International Trading
Yazaki Meter Shimada Factory,Japan,2020,Japan,JPN,Yazaki Meter Shimada Factory,5503_JPN,0,Shanghai Xinbang International Trading
Naseem Al Ward For Sweing Supplis,Qatar,2020,Qatar,QAT,Naseem Al Ward Sweing Supplis,429_QAT,94,Shanghai Xinbang International Trading
Fisher Fabrics,United Kingdom,2020,United Kingdom,GBR,Fisher Fabrics,5032_GBR,100,Shanghai Xinbang International Trading
Almansi Investment,Egypt,2020,Egypt,EGY,Almansi Investment,1229_EGY,0,Shanghai Xinbang International Trading
Timeline International,United Kingdom,2019,United Kingdom,GBR,Tiki International,1105_GBR,85,Shanghai Xinbang International Trading
Tetra Pak Processing Equipment Ab,Sweden,2019,Sweden,SWE,Tetra Pak Processing Equipment Ab,101_SWE,0,Shanghai Xinbang International Trading
Williams Glass,Sri Lanka,2019,Sri Lanka,LKA,Williams Glass,687_LKA,0,Shanghai Xinbang International Trading
Asus Technology Vietnam,Vietnam,2020,Vietnam,VNM,Iml Technology Vietnam,978_VNM,84,Shanghai Xinbang International Trading
Chint Electrics Hong Kong Ltd.,Hong Kong,2020,Hong Kong,HKG,Yel Electronics Hong Kong Ltd,362_HKG,83,Shanghai Xinbang International Trading
H M Hennes Mauritz Sp A Av Presidente Riesco,Chile,2020,Chile,CHL,H M Hennes Mauritz Sp A Av Presidente Riesco,109_CHL,0,H M Hennes Mauritz Colombia S A S
"Shanghai Chuangli Refrigeration Equipment Co., Ltd.",China,2020,China,CHN,"Shanghai Chuangli Refrigeration Equipment Co, Ltd",23501_CHN,100,Shanghai Xinbang International Trading
Kumar Two Little Angels,New Zealand,2019,New Zealand,NZL,Two Little Angels,290_NZL,85,Shanghai Xinbang International Trading
V S Granite,India,2019,India,IND,V S Granite,11636_IND,0,Shanghai Xinbang International Trading
Kerry Ingredients (Pty) Ltd.,Australia,2020,Australia,AUS,Kerry Ingredients (Pty) Ltd,1103_AUS,0,Shanghai Xinbang International Trading
Seeds Legend Biotech,Taiwan,2019,Taiwan,TWN,Seeds Legend Biotech,3340_TWN,0,Shanghai Xinbang International Trading
English Cake Sal,Lebanon,2020,Lebanon,LBN,English Cake Sal,208_LBN,0,Shanghai Xinbang International Trading
Did Electronics Vietnam,Vietnam,2020,Vietnam,VNM,Umc Electronics Vietnam,339_VNM,87,Shanghai Xinbang International Trading
Panasonic Peruana S.A.,Peru,2019,Peru,PER,Panasonic Peruna S A,85_PER,90,Shanghai Xinbang International Trading
Blue Green International,United States,2020,United States,USA,Blue Green International,1915_USA,0,Shanghai Xinbang International Trading
Fashion Crossing,United States,2019,United States,USA,Fashion Crossing,11750_USA,0,Shanghai Xinbang International Trading
Kirloskar South East Asia,Thailand,2020,Thailand,THA,Kirloskar South East Asia,6820_THA,0,Shanghai Xinbang International Trading
U Lik (M) Sdn Berhad,Malaysia,2019,Malaysia,MYS,U Lik (M) Sdn Berhad,2148_MYS,100,Shanghai Xinbang International Trading
Mayflower Center Ltd.,Mauritius,2020,Mauritius,MUS,Mayflower Center Ltd,132_MUS,100,Shanghai Xinbang International Trading
Nanjing Guochen Chemicals,China,2019,China,CHN,Nanjing Guochen Chemicals,463_CHN,100,Shanghai Xinbang International Trading
Guangzhou Nuocai Digital Product,China,2019,China,CHN,Guangzhou Nuocai Digital Products Lt,35178_CHN,94,Shanghai Xinbang International Trading
Thyssenkrupp Home Solutions Srl,Italy,2019,Italy,ITA,Thyssenkrupp Home Solutions Srl,5613_ITA,0,Shanghai Xinbang International Trading
Sac K Safe Air Co.,Kenya,2020,Kenya,KEN,Sac K Safe Air Co,55_KEN,0,Shanghai Xinbang International Trading
Jplogistics Ljt Trading Llc,United States,2019,United States,USA,Jplogistics Ljt Trading Llc,25696_USA,0,Shanghai Xinbang International Trading
Guangzhou Addenda Chemical Corporation Ltd.,China,2019,China,CHN,Guangzhou Addenda Chemical Corporation Ltd,27308_CHN,100,Shanghai Xinbang International Trading
Gafood Kft,Hungary,2019,Hungary,HUN,Gafood Kft,78_HUN,100,Shanghai Xinbang International Trading
Clickon Furniture,Australia,2019,Australia,AUS,Clickon Furniture,2453_AUS,0,Shanghai Xinbang International Trading
Kamalsports Trading,Thailand,2019,Thailand,THA,Kamalsports Trading,712_THA,0,Shanghai Xinbang International Trading
Teikoku South Asia Pte,Singapore,2020,Singapore,SGP,"Teikoku South Asia Pte, Ltd",7955_SGP,90,Shanghai Xinbang International Trading
Novoferm Hellas,Netherlands,2019,Netherlands,NLD,Novoferm Hellas,4011_NLD,0,Shanghai Xinbang International Trading
Ametek Brookfield,United States,2020,United States,USA,Ametek Brookfield,13194_USA,100,Shanghai Xinbang International Trading
Nantong Arakawa Chemical Industries,China,2020,China,CHN,Nantong Arakawa Chemical Industries,42135_CHN,0,Shanghai Xinbang International Trading
Thao An Imp. & Exp. Service Trading,Vietnam,2020,Vietnam,VNM,Ky Phuong Imp Exp Service Trading,154_VNM,82,Shanghai Xinbang International Trading
Mujirushi Ryohin Hiroshima Gion Store,Japan,2020,Japan,JPN,Mujirushi Ryohin Hiroshima Gion Store,4145_JPN,0,Shanghai Xinbang International Trading
Ayset Tibbi Urunler San A S,Turkey,2020,Turkey,TUR,Ayset Tibbi Urunler San A S,1065_TUR,0,Shanghai Xinbang International Trading
"Tpi Polene Plastic Co., Ltd.",Thailand,2019,Thailand,THA,"Tpi Polene Plastic Co, Ltd",1618_THA,100,Shanghai Xinbang International Trading
"Ghs Industrial Co., Ltd.",Vietnam,2019,Vietnam,VNM,"Ghs Industrial Co, Ltd",7393_VNM,0,Shanghai Xinbang International Trading
Sensient Colors Uk,United Kingdom,2019,United Kingdom,GBR,Sensient Colors Uk,6517_GBR,0,Shanghai Xinbang International Trading
Shaw Of Australia (Pty),Australia,2019,Australia,AUS,Shaw Of Australia (Pty),652_AUS,0,Shanghai Xinbang International Trading
Vision Care Italia Pielle Triveneto,Italy,2020,Italy,ITA,Vision Care Italia Pielle Triveneto,840_ITA,100,Shanghai Xinbang International Trading
Yiwu Changyi Trade,China,2020,China,CHN,Yiwu Changyi Trade,25293_CHN,0,Shanghai Mao Ju International Trade
Eco Zee Paper Pack,India,2020,India,IND,Eco Zee Paper Pack,642_IND,0,Shanghai Xinbang International Trading
Yangzhou Maoyuan Environmental Protectio,China,2020,China,CHN,Jiangsu Xutian Environmental Protection,16410_CHN,81,Shanghai Xinbang International Trading
Megantara Indo Trading Pte,Singapore,2019,Singapore,SGP,Megantara Indo Trading Pte,11146_SGP,0,Shanghai Xinbang International Trading
Cancarb Ltd.,Canada,2019,Canada,CAN,Cancarb Ltd,2631_CAN,0,Shanghai Xinbang International Trading
Sapri,Malaysia,2020,Malaysia,MYS,Sapri,2461_MYS,0,Shanghai Xinbang International Trading
Diesel Pro Power,United States,2019,United States,USA,Diesel Pro Power,23791_USA,100,Shanghai Xinbang International Trading
Dongyang Quanxin Hometex,China,2020,China,CHN,Dongyang Quanxin Hometex,26211_CHN,0,Shanghai Xinbang International Trading
J P Coats Pakistan Private Ltd.,Pakistan,2020,Pakistan,PAK,Loreal Pakistan Private Ltd,92_PAK,81,Shanghai Xinbang International Trading
Giftii Food Packaging Plc,Ethiopia,2019,Ethiopia,ETH,Giftii Food Packaging Plc,125_ETH,0,Shanghai Xinbang International Trading
Baikai Hk Industrial Ltd.,Hong Kong,2020,Hong Kong,HKG,Baikai Hk Industrial Ltd,9045_HKG,100,Shanghai Xinbang International Trading
Scheuch Gmb H,Austria,2019,Austria,AUT,Scheuch Gmb H,505_AUT,0,Shanghai Xinbang International Trading
Huazheng Electric Mfg. Baoding,China,2019,China,CHN,Huazheng Electric Mfg Ba,19420_CHN,91,Shanghai Xinbang International Trading
Reg Ma Srl,Italy,2019,Italy,ITA,Reg Ma Srl,1664_ITA,0,Shanghai Xinbang International Trading
Fenner Dunlop Conveyor Belting,United Kingdom,2019,United Kingdom,GBR,Fenner Dunlop Conveyor Belting,2377_GBR,0,Shanghai Xinbang International Trading
Activtech International Pte,Singapore,2019,Singapore,SGP,Activtech International Pte,11667_SGP,100,Shanghai Xinbang International Trading
"Brandix Apparel India Pvt., Ltd.",India,2019,India,IND,Brandix Apparel India Private Ltd,4173_IND,92,Shanghai Xinbang International Trading
Transcargo Worldwide M Sdn Bhd On Beha,Malaysia,2020,Malaysia,MYS,Transcargo Worldwide M Sdn Bhd,5622_MYS,88,Shanghai Xinbang International Trading
Shanghai Huida Technology,China,2020,China,CHN,Shanghai Zhexiang Technology,3824_CHN,83,Shanghai Xinbang International Trading
My Port Corporation,Japan,2020,Japan,JPN,Kyoritsu Corporation,766_JPN,82,Shanghai Xinbang International Trading
Trimstown,Hong Kong,2019,Hong Kong,HKG,Trimstown,11962_HKG,0,Shanghai Xinbang International Trading
Coast Music,Canada,2019,Canada,CAN,Coast Music,387_CAN,0,Shanghai Xinbang International Trading
Products Systems,India,2020,India,IND,Products Systems,9335_IND,100,Shanghai Xinbang International Trading
Idilia Foods S L,Spain,2019,Spain,ESP,Idilia Foods S L,2444_ESP,0,Shanghai Xinbang International Trading
Savannah Fine Chemicals (Pty) ) Ltd.,South Africa,2020,South Africa,ZAF,Savannah Fine Chemicals (Pty) ) Ltd,279_ZAF,0,Shanghai Xinbang International Trading
Ann Taylor Inc.,United States,2020,United States,USA,Ann Taylor,78_USA,83,Shanghai Xinbang International Trading
Komaki Tsusho,Japan,2020,Japan,JPN,Kowa Tsusho,1014_JPN,83,Shanghai Xinbang International Trading
Uniliver Mfg. Plc,Ethiopia,2020,Ethiopia,ETH,Uniliver Mfg Plc,11_ETH,0,Shanghai Xinbang International Trading
Best Cozy Enterprise,Taiwan,2020,Taiwan,TWN,Best Century Enterprises,5686_TWN,82,Shanghai Xinbang International Trading
Basf Colors Effects Sh,China,2020,China,CHN,Basf Colors Effects Shanghai,2729_CHN,88,Shanghai Xinbang International Trading
Brilliantfurnika Wuxi,China,2019,China,CHN,Brilliantfurnika Wuxi,21600_CHN,100,Shanghai Xinbang International Trading
Lakshmi Ring Travellers Coimbatore Pri,India,2019,India,IND,Lakshmi Ring Travellers Coimbatore Pri,6847_IND,0,Shanghai Xinbang International Trading
Tokai Electronics Taiwan,Taiwan,2019,Taiwan,TWN,Tokai Electronics Taiwan,5706_TWN,100,Shanghai Xinbang International Trading
Extreme Worldwide,Malaysia,2019,Malaysia,MYS,Extreme Worlidwide,227_MYS,97,Shanghai Xinbang International Trading
F A S T Electromech Pte,Singapore,2019,Singapore,SGP,F A S T Electromech Pte,13863_SGP,0,Shanghai Xinbang International Trading
Guangzhou So Dragon Food,China,2020,China,CHN,Guangzhou So Dragon Food,8454_CHN,0,Shanghai Xinbang International Trading
Carrefour Merch Center,France,2020,France,FRA,Carrefour Merch Center,1711_FRA,0,Shanghai Xinbang International Trading
Mou Enterprise,Bangladesh,2020,Bangladesh,BGD,S M Enterprise,750_BGD,86,Shanghai Xinbang International Trading
Bbundo Display,Spain,2020,Spain,ESP,Bbundo Display,115_ESP,0,Shanghai Xinbang International Trading
Shenzhen City Ulucky Sporting Goods,China,2019,China,CHN,Shenzhen City Ulucky Sporting Goods,2675_CHN,0,Shanghai Xinbang International Trading
Higashida Lumber,Japan,2019,Japan,JPN,Higashida Lumber,1408_JPN,0,Shanghai Xinbang International Trading
Tj Maxx Homegoods Marshalls,United States,2019,United States,USA,Tj Maxx Homegoods Marshalls,3177_USA,0,Shanghai Xinbang International Trading
Hantron Plastic Products Dongguan,China,2020,China,CHN,Hantron Plastic Products Dongguan,13564_CHN,100,Shanghai Xinbang International Trading
Mvance Engineering Sdn Bhd,Malaysia,2020,Malaysia,MYS,Cl Advance Engineering Sdn Bhd,4561_MYS,89,Shanghai Xinbang International Trading
Taiko Drum Industries Sdn Bhd,Malaysia,2020,Malaysia,MYS,Tsa Industries Sdn Bhd,16_MYS,82,Shanghai Xinbang International Trading
Harleydavidson India Vatika Towers,India,2020,India,IND,Harleydavidson India Vatika Towers,6444_IND,0,Shanghai Xinbang International Trading
Sailfull Shipping Agency,China,2020,China,CHN,Sailfull Shipping Agency,11510_CHN,0,Shanghai Xinbang International Trading
Aal Fahad Business Llc,United Arab Emirates,2019,United Arab Emirates,ARE,Aal Fahad Business Llc,2807_ARE,0,Shanghai Xinbang International Trading
Ding Feng Leather,Hong Kong,2019,Hong Kong,HKG,Ding Feng Leather,11283_HKG,0,Shanghai Xinbang International Trading
Qingdao Fengzhijie Supply Chain,China,2020,China,CHN,Qingdao Uside Supply Chain,4058_CHN,81,Shanghai Xinbang International Trading
Zhuhai Cyklop Technologies,China,2020,China,CHN,Zhuhai Cyklop Technologies,45375_CHN,100,Shanghai Xinbang International Trading
Wilmar Nutrition Jiangsu,China,2019,China,CHN,Wilmar Nutrition Jiangsu,25450_CHN,100,Shanghai Xinbang International Trading
Isogai Fastener Industries,Japan,2019,Japan,JPN,Isogai Fastener Industries,10032_JPN,100,Shanghai Xinbang International Trading
Boardrider Japan,Japan,2020,Japan,JPN,Boardrider Japan,797_JPN,0,Shanghai Xinbang International Trading
Denk Energy Technique Ltd.,China,2019,China,CHN,Denk Energy Technique Ltd,50201_CHN,0,Shanghai Xinbang International Trading
Glarie Elevator,China,2019,China,CHN,Glarie Elevator,54830_CHN,100,Shanghai Xinbang International Trading
Mighty Bakery Sdn Bhd,Malaysia,2020,Malaysia,MYS,Mighty Bakery Sdn Bhd,2835_MYS,0,Shanghai Xinbang International Trading
Garha Utilbrocce Tools Ltd.,India,2019,India,IND,Garha Utilbrocce Tools Ltd,11463_IND,0,Shanghai Xinbang International Trading
Harth S A R L,France,2019,France,FRA,Harth S A R L,2396_FRA,0,Shanghai Xinbang International Trading
Henan Harmony Steel,China,2020,China,CHN,Henan Harmony Steel,21990_CHN,100,Shanghai Xinbang International Trading
Bashiti Hardware,Jordan,2020,Jordan,JOR,Bashiti Hardware,400_JOR,0,Shanghai Xinbang International Trading
Hangzhou Brilliant Swan Industry Trade,China,2019,China,CHN,Hangzhou Brilliant Swan Industry Trade,37046_CHN,100,Shanghai Xinbang International Trading
Solvay Specialty Polymers Changsu L,China,2020,China,CHN,Solvay Specialty Polymers Changsu L,21337_CHN,0,Shanghai Xinbang International Trading
Regency Global Tech Pte,Turkey,2020,Turkey,TUR,Regency Global Tech Pte,2455_TUR,0,Shanghai Xinbang International Trading
Qingdao Eastar Tyre Ltd.,China,2020,China,CHN,Qingdao Eastar Tyre Ltd,45803_CHN,0,Shanghai Xinbang International Trading
Chongqing Jintian Bochuang International Trade,China,2019,China,CHN,Chongqing Jintian Bochuang International Trade,5672_CHN,0,Shanghai Xinbang International Trading
Sanonda International,China,2019,China,CHN,Sangwoolash International,27513_CHN,83,Shanghai Xinbang International Trading
Taiyo Electric Industryco,Japan,2020,Japan,JPN,Taiyo Electric Ind,8595_JPN,84,Shanghai Xinbang International Trading
